;NOM_USUEL;precipitations heure;duree prec (en min);force moyenne vent (m/s);Température;datetime
13153;PARIS-MONTSOURIS;0.0;0.0;2.1;26.1;2025-07-02 01:00:00
13154;PARIS-MONTSOURIS;0.0;0.0;2.8;25.8;2025-07-02 02:00:00
13155;PARIS-MONTSOURIS;0.0;0.0;2.3;24.9;2025-07-02 03:00:00
13156;PARIS-MONTSOURIS;0.0;0.0;3.0;23.7;2025-07-02 04:00:00
13157;PARIS-MONTSOURIS;0.0;0.0;2.8;23.2;2025-07-02 05:00:00
13158;PARIS-MONTSOURIS;0.0;0.0;2.7;23.1;2025-07-02 06:00:00
13159;PARIS-MONTSOURIS;0.0;0.0;2.6;23.3;2025-07-02 07:00:00
13160;PARIS-MONTSOURIS;0.0;0.0;1.9;24.6;2025-07-02 08:00:00
13161;PARIS-MONTSOURIS;0.0;0.0;1.5;26.7;2025-07-02 09:00:00
13162;PARIS-MONTSOURIS;0.0;0.0;2.3;28.9;2025-07-02 10:00:00
13163;PARIS-MONTSOURIS;0.0;0.0;3.7;29.5;2025-07-02 11:00:00
13164;PARIS-MONTSOURIS;0.0;0.0;2.7;30.4;2025-07-02 12:00:00
13165;PARIS-MONTSOURIS;0.0;0.0;5.1;31.5;2025-07-02 13:00:00
13166;PARIS-MONTSOURIS;0.0;0.0;7.4;29.5;2025-07-02 14:00:00
13167;PARIS-MONTSOURIS;0.0;0.0;6.0;27.8;2025-07-02 15:00:00
13168;PARIS-MONTSOURIS;0.0;0.0;7.2;25.3;2025-07-02 16:00:00
13169;PARIS-MONTSOURIS;0.0;0.0;6.4;21.0;2025-07-02 17:00:00
13170;PARIS-MONTSOURIS;0.0;0.0;5.4;20.7;2025-07-02 18:00:00
13171;PARIS-MONTSOURIS;0.0;0.0;5.3;21.3;2025-07-02 19:00:00
13172;PARIS-MONTSOURIS;0.0;0.0;4.6;21.1;2025-07-02 20:00:00
13173;PARIS-MONTSOURIS;0.0;0.0;5.3;20.3;2025-07-02 21:00:00
13174;PARIS-MONTSOURIS;0.0;0.0;3.5;20.0;2025-07-02 22:00:00
13175;PARIS-MONTSOURIS;0.0;0.0;4.3;19.4;2025-07-02 23:00:00
13176;PARIS-MONTSOURIS;0.0;0.0;3.9;18.7;2025-07-03 00:00:00
13177;PARIS-MONTSOURIS;0.0;0.0;3.8;18.2;2025-07-03 01:00:00
13178;PARIS-MONTSOURIS;0.0;0.0;3.6;17.9;2025-07-03 02:00:00
13179;PARIS-MONTSOURIS;0.0;0.0;4.1;17.7;2025-07-03 03:00:00
13180;PARIS-MONTSOURIS;0.0;0.0;5.2;17.3;2025-07-03 04:00:00
13181;PARIS-MONTSOURIS;0.0;0.0;3.8;17.2;2025-07-03 05:00:00
13182;PARIS-MONTSOURIS;0.0;0.0;4.0;17.3;2025-07-03 06:00:00
13183;PARIS-MONTSOURIS;0.0;0.0;3.4;17.8;2025-07-03 07:00:00
13184;PARIS-MONTSOURIS;0.0;0.0;3.4;18.7;2025-07-03 08:00:00
13185;PARIS-MONTSOURIS;0.0;0.0;3.2;20.9;2025-07-03 09:00:00
13186;PARIS-MONTSOURIS;0.0;0.0;4.8;21.8;2025-07-03 10:00:00
13187;PARIS-MONTSOURIS;0.0;0.0;4.3;22.6;2025-07-03 11:00:00
13188;PARIS-MONTSOURIS;0.0;0.0;4.2;23.0;2025-07-03 12:00:00
13189;PARIS-MONTSOURIS;0.0;0.0;4.9;24.9;2025-07-03 13:00:00
13190;PARIS-MONTSOURIS;0.0;0.0;3.1;24.5;2025-07-03 14:00:00
13191;PARIS-MONTSOURIS;0.0;0.0;2.6;25.7;2025-07-03 15:00:00
13192;PARIS-MONTSOURIS;0.0;0.0;3.6;26.1;2025-07-03 16:00:00
13193;PARIS-MONTSOURIS;0.0;0.0;3.3;25.9;2025-07-03 17:00:00
13194;PARIS-MONTSOURIS;0.0;0.0;3.4;25.3;2025-07-03 18:00:00
13195;PARIS-MONTSOURIS;0.0;0.0;3.4;23.6;2025-07-03 19:00:00
13196;PARIS-MONTSOURIS;0.0;0.0;3.9;22.2;2025-07-03 20:00:00
13197;PARIS-MONTSOURIS;0.0;0.0;3.1;21.4;2025-07-03 21:00:00
13198;PARIS-MONTSOURIS;0.0;0.0;4.0;20.5;2025-07-03 22:00:00
13199;PARIS-MONTSOURIS;0.0;0.0;3.8;19.0;2025-07-03 23:00:00
13200;PARIS-MONTSOURIS;0.0;0.0;3.1;18.1;2025-07-04 00:00:00
13201;PARIS-MONTSOURIS;0.0;0.0;2.9;17.4;2025-07-04 01:00:00
13202;PARIS-MONTSOURIS;0.0;0.0;2.8;16.7;2025-07-04 02:00:00
13203;PARIS-MONTSOURIS;0.0;0.0;2.2;16.0;2025-07-04 03:00:00
13204;PARIS-MONTSOURIS;0.0;0.0;1.8;15.4;2025-07-04 04:00:00
13205;PARIS-MONTSOURIS;0.0;0.0;2.6;15.3;2025-07-04 05:00:00
13206;PARIS-MONTSOURIS;0.0;0.0;2.2;16.1;2025-07-04 06:00:00
13207;PARIS-MONTSOURIS;0.0;0.0;1.7;16.7;2025-07-04 07:00:00
13208;PARIS-MONTSOURIS;0.0;0.0;2.8;19.4;2025-07-04 08:00:00
13209;PARIS-MONTSOURIS;0.0;0.0;2.6;20.9;2025-07-04 09:00:00
13210;PARIS-MONTSOURIS;0.0;0.0;3.2;23.0;2025-07-04 10:00:00
13211;PARIS-MONTSOURIS;0.0;0.0;2.5;23.5;2025-07-04 11:00:00
13212;PARIS-MONTSOURIS;0.0;0.0;2.0;23.9;2025-07-04 12:00:00
13213;PARIS-MONTSOURIS;0.0;0.0;1.6;25.5;2025-07-04 13:00:00
13214;PARIS-MONTSOURIS;0.0;0.0;3.0;25.9;2025-07-04 14:00:00
13215;PARIS-MONTSOURIS;0.0;0.0;1.9;26.6;2025-07-04 15:00:00
13216;PARIS-MONTSOURIS;0.0;0.0;2.3;26.6;2025-07-04 16:00:00
13217;PARIS-MONTSOURIS;0.0;0.0;2.2;27.2;2025-07-04 17:00:00
13218;PARIS-MONTSOURIS;0.0;0.0;2.7;26.7;2025-07-04 18:00:00
13219;PARIS-MONTSOURIS;0.0;0.0;3.1;24.8;2025-07-04 19:00:00
13220;PARIS-MONTSOURIS;0.0;0.0;2.1;23.0;2025-07-04 20:00:00
13221;PARIS-MONTSOURIS;0.0;0.0;4.4;22.1;2025-07-04 21:00:00
13222;PARIS-MONTSOURIS;0.0;0.0;2.4;20.7;2025-07-04 22:00:00
13223;PARIS-MONTSOURIS;0.0;0.0;2.9;20.1;2025-07-04 23:00:00
13224;PARIS-MONTSOURIS;0.0;0.0;2.2;19.5;2025-07-05 00:00:00
13225;PARIS-MONTSOURIS;0.0;0.0;2.3;18.5;2025-07-05 01:00:00
13226;PARIS-MONTSOURIS;0.0;0.0;2.5;17.8;2025-07-05 02:00:00
13227;PARIS-MONTSOURIS;0.0;0.0;2.9;17.7;2025-07-05 03:00:00
13228;PARIS-MONTSOURIS;0.0;0.0;1.8;17.6;2025-07-05 04:00:00
13229;PARIS-MONTSOURIS;0.0;0.0;2.7;17.1;2025-07-05 05:00:00
13230;PARIS-MONTSOURIS;0.0;0.0;1.3;17.6;2025-07-05 06:00:00
13231;PARIS-MONTSOURIS;0.0;0.0;2.0;18.1;2025-07-05 07:00:00
13232;PARIS-MONTSOURIS;0.0;0.0;2.1;18.6;2025-07-05 08:00:00
13233;PARIS-MONTSOURIS;0.0;0.0;2.2;19.1;2025-07-05 09:00:00
13234;PARIS-MONTSOURIS;0.0;0.0;1.3;21.4;2025-07-05 10:00:00
13235;PARIS-MONTSOURIS;0.0;0.0;1.9;22.3;2025-07-05 11:00:00
13236;PARIS-MONTSOURIS;0.0;0.0;2.6;24.0;2025-07-05 12:00:00
13237;PARIS-MONTSOURIS;0.0;0.0;3.5;25.0;2025-07-05 13:00:00
13238;PARIS-MONTSOURIS;0.0;0.0;3.3;25.5;2025-07-05 14:00:00
13239;PARIS-MONTSOURIS;0.0;0.0;2.8;26.3;2025-07-05 15:00:00
13240;PARIS-MONTSOURIS;0.0;0.0;4.2;25.6;2025-07-05 16:00:00
13241;PARIS-MONTSOURIS;0.0;0.0;2.6;24.9;2025-07-05 17:00:00
13242;PARIS-MONTSOURIS;0.0;0.0;2.7;24.2;2025-07-05 18:00:00
13243;PARIS-MONTSOURIS;0.0;0.0;2.5;23.5;2025-07-05 19:00:00
13244;PARIS-MONTSOURIS;0.0;0.0;2.3;22.7;2025-07-05 20:00:00
13245;PARIS-MONTSOURIS;0.0;0.0;3.1;21.8;2025-07-05 21:00:00
13246;PARIS-MONTSOURIS;0.0;0.0;2.4;21.1;2025-07-05 22:00:00
13247;PARIS-MONTSOURIS;0.0;2.0;3.4;20.3;2025-07-05 23:00:00
13248;PARIS-MONTSOURIS;0.0;27.0;2.4;18.5;2025-07-06 00:00:00
13249;PARIS-MONTSOURIS;0.4;50.0;3.3;16.7;2025-07-06 01:00:00
13250;PARIS-MONTSOURIS;2.6;60.0;2.0;14.8;2025-07-06 02:00:00
13251;PARIS-MONTSOURIS;2.6;60.0;3.7;14.2;2025-07-06 03:00:00
13252;PARIS-MONTSOURIS;2.1;60.0;3.2;13.9;2025-07-06 04:00:00
13253;PARIS-MONTSOURIS;1.8;60.0;5.1;13.7;2025-07-06 05:00:00
13254;PARIS-MONTSOURIS;1.2;60.0;4.1;13.6;2025-07-06 06:00:00
13255;PARIS-MONTSOURIS;1.0;27.0;3.4;13.8;2025-07-06 07:00:00
13256;PARIS-MONTSOURIS;2.0;59.0;4.4;14.5;2025-07-06 08:00:00
13257;PARIS-MONTSOURIS;0.0;24.0;4.7;14.5;2025-07-06 09:00:00
13258;PARIS-MONTSOURIS;0.0;0.0;5.0;14.7;2025-07-06 10:00:00
13259;PARIS-MONTSOURIS;0.0;0.0;4.0;15.5;2025-07-06 11:00:00
13260;PARIS-MONTSOURIS;0.0;3.0;4.7;16.4;2025-07-06 12:00:00
13261;PARIS-MONTSOURIS;0.6;14.0;3.6;16.8;2025-07-06 13:00:00
13262;PARIS-MONTSOURIS;5.3;60.0;3.5;17.1;2025-07-06 14:00:00
13263;PARIS-MONTSOURIS;0.4;42.0;3.6;17.1;2025-07-06 15:00:00
13264;PARIS-MONTSOURIS;0.2;29.0;3.1;17.8;2025-07-06 16:00:00
13265;PARIS-MONTSOURIS;0.6;21.0;1.5;18.6;2025-07-06 17:00:00
13266;PARIS-MONTSOURIS;0.0;0.0;2.5;19.0;2025-07-06 18:00:00
13267;PARIS-MONTSOURIS;0.0;0.0;2.6;19.5;2025-07-06 19:00:00
13268;PARIS-MONTSOURIS;0.0;0.0;2.4;19.1;2025-07-06 20:00:00
13269;PARIS-MONTSOURIS;0.0;0.0;2.0;18.1;2025-07-06 21:00:00
13270;PARIS-MONTSOURIS;0.0;0.0;3.1;17.7;2025-07-06 22:00:00
13271;PARIS-MONTSOURIS;0.0;0.0;3.7;17.1;2025-07-06 23:00:00
13272;PARIS-MONTSOURIS;0.0;0.0;3.7;16.5;2025-07-07 00:00:00
13273;PARIS-MONTSOURIS;0.0;0.0;3.3;16.1;2025-07-07 01:00:00
13274;PARIS-MONTSOURIS;0.0;0.0;3.9;16.0;2025-07-07 02:00:00
13275;PARIS-MONTSOURIS;0.0;0.0;2.9;15.8;2025-07-07 03:00:00
13276;PARIS-MONTSOURIS;0.0;0.0;3.1;15.5;2025-07-07 04:00:00
13277;PARIS-MONTSOURIS;0.0;0.0;3.1;15.5;2025-07-07 05:00:00
13278;PARIS-MONTSOURIS;0.0;0.0;3.8;15.6;2025-07-07 06:00:00
13279;PARIS-MONTSOURIS;0.0;4.0;3.8;15.6;2025-07-07 07:00:00
13280;PARIS-MONTSOURIS;1.8;60.0;2.3;15.2;2025-07-07 08:00:00
13281;PARIS-MONTSOURIS;1.8;58.0;2.5;14.9;2025-07-07 09:00:00
13282;PARIS-MONTSOURIS;0.2;27.0;3.6;15.1;2025-07-07 10:00:00
13283;PARIS-MONTSOURIS;0.0;0.0;3.5;15.5;2025-07-07 11:00:00
13284;PARIS-MONTSOURIS;0.0;0.0;4.4;16.8;2025-07-07 12:00:00
13285;PARIS-MONTSOURIS;1.6;39.0;3.7;16.2;2025-07-07 13:00:00
13286;PARIS-MONTSOURIS;0.0;0.0;5.0;17.5;2025-07-07 14:00:00
13287;PARIS-MONTSOURIS;0.0;0.0;5.1;18.9;2025-07-07 15:00:00
13288;PARIS-MONTSOURIS;0.0;0.0;4.8;17.8;2025-07-07 16:00:00
13289;PARIS-MONTSOURIS;0.0;0.0;4.4;18.1;2025-07-07 17:00:00
13290;PARIS-MONTSOURIS;0.0;0.0;3.7;18.2;2025-07-07 18:00:00
13291;PARIS-MONTSOURIS;0.0;0.0;3.7;18.2;2025-07-07 19:00:00
13292;PARIS-MONTSOURIS;0.0;0.0;4.5;17.8;2025-07-07 20:00:00
13293;PARIS-MONTSOURIS;0.0;0.0;3.7;17.1;2025-07-07 21:00:00
13294;PARIS-MONTSOURIS;0.0;0.0;2.7;16.1;2025-07-07 22:00:00
13295;PARIS-MONTSOURIS;0.0;0.0;1.9;15.7;2025-07-07 23:00:00
13296;PARIS-MONTSOURIS;0.0;0.0;2.1;14.7;2025-07-08 00:00:00
13297;PARIS-MONTSOURIS;0.0;0.0;2.1;14.3;2025-07-08 01:00:00
13298;PARIS-MONTSOURIS;0.0;0.0;3.4;14.8;2025-07-08 02:00:00
13299;PARIS-MONTSOURIS;0.0;0.0;3.2;14.8;2025-07-08 03:00:00
13300;PARIS-MONTSOURIS;0.0;0.0;2.5;14.5;2025-07-08 04:00:00
13301;PARIS-MONTSOURIS;0.0;0.0;3.4;14.0;2025-07-08 05:00:00
13302;PARIS-MONTSOURIS;0.0;0.0;3.1;14.1;2025-07-08 06:00:00
13303;PARIS-MONTSOURIS;0.0;0.0;2.3;15.1;2025-07-08 07:00:00
13304;PARIS-MONTSOURIS;2.0;20.0;3.4;14.6;2025-07-08 08:00:00
13305;PARIS-MONTSOURIS;0.0;0.0;2.7;15.5;2025-07-08 09:00:00
13306;PARIS-MONTSOURIS;0.0;0.0;3.8;17.6;2025-07-08 10:00:00
13307;PARIS-MONTSOURIS;0.0;0.0;4.0;17.9;2025-07-08 11:00:00
13308;PARIS-MONTSOURIS;0.0;0.0;3.8;18.8;2025-07-08 12:00:00
13309;PARIS-MONTSOURIS;0.0;0.0;4.4;19.7;2025-07-08 13:00:00
13310;PARIS-MONTSOURIS;0.0;0.0;2.6;20.5;2025-07-08 14:00:00
13311;PARIS-MONTSOURIS;0.0;0.0;3.9;20.9;2025-07-08 15:00:00
13312;PARIS-MONTSOURIS;0.0;0.0;2.5;21.2;2025-07-08 16:00:00
13313;PARIS-MONTSOURIS;0.0;0.0;3.4;21.4;2025-07-08 17:00:00
13314;PARIS-MONTSOURIS;0.0;0.0;3.2;21.9;2025-07-08 18:00:00
13315;PARIS-MONTSOURIS;0.0;0.0;2.5;20.5;2025-07-08 19:00:00
13316;PARIS-MONTSOURIS;0.0;0.0;1.7;18.8;2025-07-08 20:00:00
13317;PARIS-MONTSOURIS;0.0;0.0;3.4;18.2;2025-07-08 21:00:00
13318;PARIS-MONTSOURIS;0.0;0.0;3.0;17.2;2025-07-08 22:00:00
13319;PARIS-MONTSOURIS;0.0;0.0;2.1;16.0;2025-07-08 23:00:00
13320;PARIS-MONTSOURIS;0.0;0.0;1.6;14.9;2025-07-09 00:00:00
13321;PARIS-MONTSOURIS;0.0;0.0;1.4;14.4;2025-07-09 01:00:00
13322;PARIS-MONTSOURIS;0.0;0.0;1.8;13.8;2025-07-09 02:00:00
13323;PARIS-MONTSOURIS;0.0;0.0;1.7;13.3;2025-07-09 03:00:00
13324;PARIS-MONTSOURIS;0.0;0.0;1.5;12.7;2025-07-09 04:00:00
13325;PARIS-MONTSOURIS;0.0;0.0;2.2;12.6;2025-07-09 05:00:00
13326;PARIS-MONTSOURIS;0.0;0.0;1.7;13.4;2025-07-09 06:00:00
13327;PARIS-MONTSOURIS;0.0;0.0;1.7;15.0;2025-07-09 07:00:00
13328;PARIS-MONTSOURIS;0.0;0.0;1.2;17.3;2025-07-09 08:00:00
13329;PARIS-MONTSOURIS;0.0;0.0;0.9;19.4;2025-07-09 09:00:00
13330;PARIS-MONTSOURIS;0.0;0.0;1.2;20.1;2025-07-09 10:00:00
13331;PARIS-MONTSOURIS;0.0;0.0;2.1;21.6;2025-07-09 11:00:00
13332;PARIS-MONTSOURIS;0.0;0.0;1.9;22.9;2025-07-09 12:00:00
13333;PARIS-MONTSOURIS;0.0;0.0;1.8;22.9;2025-07-09 13:00:00
13334;PARIS-MONTSOURIS;0.0;0.0;2.3;23.9;2025-07-09 14:00:00
13335;PARIS-MONTSOURIS;0.0;0.0;1.8;24.8;2025-07-09 15:00:00
13336;PARIS-MONTSOURIS;0.0;0.0;2.3;25.3;2025-07-09 16:00:00
13337;PARIS-MONTSOURIS;0.0;0.0;3.1;25.6;2025-07-09 17:00:00
13338;PARIS-MONTSOURIS;0.0;0.0;1.9;25.3;2025-07-09 18:00:00
13339;PARIS-MONTSOURIS;0.0;0.0;2.3;23.2;2025-07-09 19:00:00
13340;PARIS-MONTSOURIS;0.0;0.0;1.9;21.1;2025-07-09 20:00:00
13341;PARIS-MONTSOURIS;0.0;0.0;0.8;20.3;2025-07-09 21:00:00
13342;PARIS-MONTSOURIS;0.0;0.0;3.2;19.4;2025-07-09 22:00:00
13343;PARIS-MONTSOURIS;0.0;0.0;3.1;19.8;2025-07-09 23:00:00
13344;PARIS-MONTSOURIS;0.0;0.0;2.6;18.6;2025-07-10 00:00:00
13345;PARIS-MONTSOURIS;0.0;0.0;2.1;17.8;2025-07-10 01:00:00
13346;PARIS-MONTSOURIS;0.0;0.0;1.5;16.8;2025-07-10 02:00:00
13347;PARIS-MONTSOURIS;0.0;0.0;1.8;15.8;2025-07-10 03:00:00
13348;PARIS-MONTSOURIS;0.0;0.0;2.0;15.8;2025-07-10 04:00:00
13349;PARIS-MONTSOURIS;0.0;42.0;3.2;16.1;2025-07-10 05:00:00
13350;PARIS-MONTSOURIS;0.0;0.0;2.2;16.4;2025-07-10 06:00:00
13351;PARIS-MONTSOURIS;0.0;0.0;2.3;17.9;2025-07-10 07:00:00
13352;PARIS-MONTSOURIS;0.0;0.0;1.7;20.1;2025-07-10 08:00:00
13353;PARIS-MONTSOURIS;0.0;0.0;1.7;22.1;2025-07-10 09:00:00
13354;PARIS-MONTSOURIS;0.0;0.0;1.9;23.4;2025-07-10 10:00:00
13355;PARIS-MONTSOURIS;0.0;0.0;3.0;24.4;2025-07-10 11:00:00
13356;PARIS-MONTSOURIS;0.0;0.0;2.2;25.2;2025-07-10 12:00:00
13357;PARIS-MONTSOURIS;0.0;0.0;2.6;26.0;2025-07-10 13:00:00
13358;PARIS-MONTSOURIS;0.0;0.0;2.9;25.9;2025-07-10 14:00:00
13359;PARIS-MONTSOURIS;0.0;0.0;2.6;27.5;2025-07-10 15:00:00
13360;PARIS-MONTSOURIS;0.0;0.0;2.9;26.9;2025-07-10 16:00:00
13361;PARIS-MONTSOURIS;0.0;0.0;3.4;27.4;2025-07-10 17:00:00
13362;PARIS-MONTSOURIS;0.0;0.0;2.8;27.5;2025-07-10 18:00:00
13363;PARIS-MONTSOURIS;0.0;0.0;3.1;26.3;2025-07-10 19:00:00
13364;PARIS-MONTSOURIS;0.0;0.0;4.6;25.0;2025-07-10 20:00:00
13365;PARIS-MONTSOURIS;0.0;0.0;3.6;24.2;2025-07-10 21:00:00
13366;PARIS-MONTSOURIS;0.0;0.0;4.1;23.5;2025-07-10 22:00:00
13367;PARIS-MONTSOURIS;0.0;0.0;3.3;22.5;2025-07-10 23:00:00
13368;PARIS-MONTSOURIS;0.0;0.0;2.7;21.5;2025-07-11 00:00:00
13369;PARIS-MONTSOURIS;0.0;0.0;2.3;20.8;2025-07-11 01:00:00
13370;PARIS-MONTSOURIS;0.0;0.0;3.1;20.2;2025-07-11 02:00:00
13371;PARIS-MONTSOURIS;0.0;0.0;2.7;19.5;2025-07-11 03:00:00
13372;PARIS-MONTSOURIS;0.0;0.0;2.1;18.7;2025-07-11 04:00:00
13373;PARIS-MONTSOURIS;0.0;0.0;2.3;18.3;2025-07-11 05:00:00
13374;PARIS-MONTSOURIS;0.0;0.0;2.1;18.8;2025-07-11 06:00:00
13375;PARIS-MONTSOURIS;0.0;0.0;1.9;19.6;2025-07-11 07:00:00
13376;PARIS-MONTSOURIS;0.0;0.0;2.3;21.5;2025-07-11 08:00:00
13377;PARIS-MONTSOURIS;0.0;0.0;2.4;24.0;2025-07-11 09:00:00
13378;PARIS-MONTSOURIS;0.0;0.0;2.8;26.0;2025-07-11 10:00:00
13379;PARIS-MONTSOURIS;0.0;0.0;2.9;26.3;2025-07-11 11:00:00
13380;PARIS-MONTSOURIS;0.0;0.0;3.4;27.1;2025-07-11 12:00:00
13381;PARIS-MONTSOURIS;0.0;0.0;3.3;28.3;2025-07-11 13:00:00
13382;PARIS-MONTSOURIS;0.0;0.0;4.4;28.6;2025-07-11 14:00:00
13383;PARIS-MONTSOURIS;0.0;0.0;3.7;28.5;2025-07-11 15:00:00
13384;PARIS-MONTSOURIS;0.0;0.0;4.6;28.8;2025-07-11 16:00:00
13385;PARIS-MONTSOURIS;0.0;0.0;4.1;28.6;2025-07-11 17:00:00
13386;PARIS-MONTSOURIS;0.0;0.0;3.7;28.4;2025-07-11 18:00:00
13387;PARIS-MONTSOURIS;0.0;0.0;4.6;26.7;2025-07-11 19:00:00
13388;PARIS-MONTSOURIS;0.0;0.0;2.7;25.1;2025-07-11 20:00:00
13389;PARIS-MONTSOURIS;0.0;0.0;2.8;24.3;2025-07-11 21:00:00
13390;PARIS-MONTSOURIS;0.0;0.0;3.0;23.6;2025-07-11 22:00:00
13391;PARIS-MONTSOURIS;0.0;0.0;3.1;22.9;2025-07-11 23:00:00
13392;PARIS-MONTSOURIS;0.0;0.0;2.4;21.8;2025-07-12 00:00:00
13393;PARIS-MONTSOURIS;0.0;0.0;1.6;21.0;2025-07-12 01:00:00
13394;PARIS-MONTSOURIS;0.0;0.0;1.8;20.1;2025-07-12 02:00:00
13395;PARIS-MONTSOURIS;0.0;0.0;1.8;19.8;2025-07-12 03:00:00
13396;PARIS-MONTSOURIS;0.0;0.0;2.1;18.7;2025-07-12 04:00:00
13397;PARIS-MONTSOURIS;0.0;0.0;1.7;18.9;2025-07-12 05:00:00
13398;PARIS-MONTSOURIS;0.0;0.0;1.8;19.1;2025-07-12 06:00:00
13399;PARIS-MONTSOURIS;0.0;0.0;2.0;20.5;2025-07-12 07:00:00
13400;PARIS-MONTSOURIS;0.0;0.0;2.0;23.0;2025-07-12 08:00:00
13401;PARIS-MONTSOURIS;0.0;0.0;2.2;24.3;2025-07-12 09:00:00
13402;PARIS-MONTSOURIS;0.0;0.0;2.9;24.2;2025-07-12 10:00:00
13403;PARIS-MONTSOURIS;0.0;0.0;2.3;25.2;2025-07-12 11:00:00
13404;PARIS-MONTSOURIS;0.0;0.0;3.2;26.8;2025-07-12 12:00:00
13405;PARIS-MONTSOURIS;0.0;0.0;2.1;26.6;2025-07-12 13:00:00
13406;PARIS-MONTSOURIS;0.0;0.0;3.2;27.7;2025-07-12 14:00:00
13407;PARIS-MONTSOURIS;0.0;0.0;3.1;27.7;2025-07-12 15:00:00
13408;PARIS-MONTSOURIS;0.0;0.0;3.0;28.3;2025-07-12 16:00:00
13409;PARIS-MONTSOURIS;0.0;0.0;3.2;28.2;2025-07-12 17:00:00
13410;PARIS-MONTSOURIS;0.0;0.0;4.2;28.1;2025-07-12 18:00:00
13411;PARIS-MONTSOURIS;0.0;0.0;3.1;26.4;2025-07-12 19:00:00
13412;PARIS-MONTSOURIS;0.0;0.0;2.7;24.8;2025-07-12 20:00:00
13413;PARIS-MONTSOURIS;0.0;0.0;2.5;23.9;2025-07-12 21:00:00
13414;PARIS-MONTSOURIS;0.0;0.0;2.0;22.9;2025-07-12 22:00:00
13415;PARIS-MONTSOURIS;0.0;0.0;2.7;22.7;2025-07-12 23:00:00
13416;PARIS-MONTSOURIS;0.0;0.0;2.5;21.7;2025-07-13 00:00:00
13417;PARIS-MONTSOURIS;0.0;0.0;2.2;20.8;2025-07-13 01:00:00
13418;PARIS-MONTSOURIS;0.0;0.0;2.1;19.9;2025-07-13 02:00:00
13419;PARIS-MONTSOURIS;0.0;0.0;1.6;19.1;2025-07-13 03:00:00
13420;PARIS-MONTSOURIS;0.0;0.0;1.4;18.2;2025-07-13 04:00:00
13421;PARIS-MONTSOURIS;0.0;0.0;1.5;17.8;2025-07-13 05:00:00
13422;PARIS-MONTSOURIS;0.0;0.0;1.6;18.4;2025-07-13 06:00:00
13423;PARIS-MONTSOURIS;0.0;0.0;0.8;19.8;2025-07-13 07:00:00
13424;PARIS-MONTSOURIS;0.0;0.0;1.3;22.6;2025-07-13 08:00:00
13425;PARIS-MONTSOURIS;0.0;0.0;1.4;24.7;2025-07-13 09:00:00
13426;PARIS-MONTSOURIS;0.0;0.0;1.2;25.9;2025-07-13 10:00:00
13427;PARIS-MONTSOURIS;0.0;0.0;1.8;26.6;2025-07-13 11:00:00
13428;PARIS-MONTSOURIS;0.0;0.0;1.6;27.5;2025-07-13 12:00:00
13429;PARIS-MONTSOURIS;0.0;0.0;1.2;28.9;2025-07-13 13:00:00
13430;PARIS-MONTSOURIS;0.0;0.0;2.5;29.4;2025-07-13 14:00:00
13431;PARIS-MONTSOURIS;0.0;0.0;3.0;30.0;2025-07-13 15:00:00
13432;PARIS-MONTSOURIS;0.0;0.0;1.6;30.4;2025-07-13 16:00:00
13433;PARIS-MONTSOURIS;0.0;0.0;3.4;30.8;2025-07-13 17:00:00
13434;PARIS-MONTSOURIS;0.0;0.0;1.7;30.9;2025-07-13 18:00:00
13435;PARIS-MONTSOURIS;0.0;0.0;0.0;28.8;2025-07-13 19:00:00
13436;PARIS-MONTSOURIS;0.0;0.0;1.0;26.5;2025-07-13 20:00:00
13437;PARIS-MONTSOURIS;0.0;0.0;4.9;26.5;2025-07-13 21:00:00
13438;PARIS-MONTSOURIS;0.0;7.0;5.4;23.5;2025-07-13 22:00:00
13439;PARIS-MONTSOURIS;0.0;0.0;1.9;22.0;2025-07-13 23:00:00
13440;PARIS-MONTSOURIS;0.0;0.0;1.9;21.4;2025-07-14 00:00:00
13441;PARIS-MONTSOURIS;0.0;0.0;1.9;21.0;2025-07-14 01:00:00
13442;PARIS-MONTSOURIS;0.0;0.0;1.0;21.2;2025-07-14 02:00:00
13443;PARIS-MONTSOURIS;0.0;7.0;2.7;21.3;2025-07-14 03:00:00
13444;PARIS-MONTSOURIS;0.0;0.0;1.9;20.8;2025-07-14 04:00:00
13445;PARIS-MONTSOURIS;0.0;0.0;2.3;20.4;2025-07-14 05:00:00
13446;PARIS-MONTSOURIS;0.0;0.0;3.3;20.4;2025-07-14 06:00:00
13447;PARIS-MONTSOURIS;0.0;0.0;2.3;20.7;2025-07-14 07:00:00
13448;PARIS-MONTSOURIS;0.0;0.0;2.2;22.0;2025-07-14 08:00:00
13449;PARIS-MONTSOURIS;0.0;0.0;4.3;23.0;2025-07-14 09:00:00
13450;PARIS-MONTSOURIS;0.0;0.0;2.7;23.4;2025-07-14 10:00:00
13451;PARIS-MONTSOURIS;0.0;0.0;3.8;24.2;2025-07-14 11:00:00
13452;PARIS-MONTSOURIS;0.0;0.0;4.2;25.9;2025-07-14 12:00:00
13453;PARIS-MONTSOURIS;0.0;3.0;3.9;24.9;2025-07-14 13:00:00
13454;PARIS-MONTSOURIS;0.2;8.0;4.4;24.6;2025-07-14 14:00:00
13455;PARIS-MONTSOURIS;0.0;0.0;4.4;26.8;2025-07-14 15:00:00
